,Quantile,Time,Variance
120,0.25,297.0,0.0003732702233998891
121,0.25,299.0,0.0003645856065345973
122,0.25,301.0,0.0003768053920953446
123,0.25,303.0,0.00037928772038358527
124,0.25,305.0,0.0003733743012137678
125,0.25,307.0,0.00036593850262250206
126,0.25,309.0,0.0003793715405339659
127,0.25,311.0,0.0003873793307961255
128,0.25,313.0,0.00041057963811887014
129,0.25,315.0,0.0004146042549184483
130,0.25,317.0,0.00041627722600687256
131,0.25,319.0,0.0004195805844962873
132,0.25,321.0,0.0004130781612596994
133,0.25,323.0,0.0004512977801850879
134,0.25,325.0,0.00045684938069328706
135,0.25,327.0,0.00044241856725423884
136,0.25,329.0,0.0004789799591751689
137,0.25,331.0,0.0005473499197450091
138,0.25,333.0,0.0006388678391550075
139,0.25,335.0,0.0007543742425320037
140,0.25,337.0,0.0009790528368555631
141,0.25,339.0,0.001128502604336066
142,0.5,199.0,0.00025123170277279616
143,0.5,201.0,0.000253582026002786
144,0.5,203.0,0.0002472285166316029
145,0.5,205.0,0.00024234981221310764
146,0.5,207.0,0.0002465920084704537
147,0.5,209.0,0.0002444736198712011
148,0.5,211.0,0.00024915494030047346
149,0.5,213.0,0.00025189144040477186
150,0.5,215.0,0.0002457104244667836
151,0.5,217.0,0.0002500816714785147
152,0.5,219.0,0.00024330768865800633
153,0.5,221.0,0.000241612999461298
154,0.5,223.0,0.0002469618452288244
155,0.5,225.0,0.0002514616531432885
156,0.5,227.0,0.000248264618511215
157,0.5,229.0,0.0002550115103404082
158,0.5,231.0,0.0002476853273794333
159,0.5,233.0,0.00024585915318530067
160,0.5,235.0,0.0002507944904079005
161,0.5,237.0,0.0002523220641249757
162,0.5,239.0,0.00025385864891899263
163,0.5,241.0,0.0002564702591787099
164,0.5,243.0,0.0002475633377409951
165,0.5,245.0,0.00025509514530526884
166,0.5,247.0,0.0002534404375898365
167,0.5,249.0,0.00026899684431970993
168,0.5,251.0,0.00028561912397107557
169,0.5,253.0,0.0002866966903656764
170,0.5,255.0,0.000287718287449237
171,0.5,257.0,0.0002897776691212717
172,0.5,259.0,0.00028271395620458413
173,0.5,261.0,0.0002767719816406608
174,0.5,263.0,0.0002896859311087895
175,0.5,265.0,0.00027958974558058084
176,0.5,267.0,0.00027993507026492965
177,0.5,269.0,0.00028472286219695506
178,0.5,271.0,0.0002845193852909715
179,0.5,273.0,0.0002949500610426064
180,0.5,275.0,0.00029388949855329075
181,0.5,277.0,0.000292909992929816
182,0.5,279.0,0.00031799475087630985
183,0.5,281.0,0.0003648918164561361
184,0.5,283.0,0.0003942350704250662
185,0.5,285.0,0.00040369758476113004
186,0.5,287.0,0.00041643188499401274
187,0.5,289.0,0.00041227575431630937
188,0.5,291.0,0.0004202912762450217
189,0.5,293.0,0.00039145247299940915
190,0.5,295.0,0.0003936190640996588
191,0.5,297.0,0.00040528360902182455
192,0.5,299.0,0.00039084010015100516
193,0.5,301.0,0.00040436486037187893
194,0.5,303.0,0.00041519589323023515
195,0.5,305.0,0.0004026643838234033
196,0.5,307.0,0.0004012513835978474
197,0.5,309.0,0.00041317001726883516
198,0.5,311.0,0.00041759211704192004
199,0.5,313.0,0.0004420367411187289
200,0.5,315.0,0.0004548619409561254
201,0.5,317.0,0.00044788705171912215
202,0.5,319.0,0.00045202792661979253
203,0.5,321.0,0.00044076914009162296
204,0.5,323.0,0.00047864912427008293
205,0.5,325.0,0.0004965602425753282
206,0.5,327.0,0.00048444341358912967
207,0.5,329.0,0.0005123701429425381
208,0.5,331.0,0.0006168305077515995
209,0.5,333.0,0.0006958046053716028
210,0.5,335.0,0.0008675861129215382
211,0.5,337.0,0.0010862299446272063
212,0.5,339.0,0.0012906047286016095
213,0.75,199.0,0.00026319584006262485
214,0.75,201.0,0.0002683771272318572
215,0.75,203.0,0.00026170637908066226
216,0.75,205.0,0.0002588130499144171
217,0.75,207.0,0.0002659685790193273
218,0.75,209.0,0.00026600534464941923
219,0.75,211.0,0.00026615024847630723
220,0.75,213.0,0.0002664570644960968
221,0.75,215.0,0.0002610641829126925
222,0.75,217.0,0.0002640729866088867
223,0.75,219.0,0.0002614445479507308
224,0.75,221.0,0.0002577130999398018
225,0.75,223.0,0.0002601865925846988
226,0.75,225.0,0.0002667914405437372
227,0.75,227.0,0.00026997533801605004
228,0.75,229.0,0.0002718225349554527
229,0.75,231.0,0.0002708434760647754
230,0.75,233.0,0.0002679286709841286
231,0.75,235.0,0.00027220883389006347
232,0.75,237.0,0.00027038250555669763
233,0.75,239.0,0.00027557769251588334
234,0.75,241.0,0.0002730260463743229
235,0.75,243.0,0.0002653175345620243
236,0.75,245.0,0.00027584790812622886
237,0.75,247.0,0.00027428739575866
238,0.75,249.0,0.0002911231605272504
239,0.75,251.0,0.00030412775082253046
240,0.75,253.0,0.00030892748876161204
241,0.75,255.0,0.0003117187107062909
242,0.75,257.0,0.0003167995710295525
243,0.75,259.0,0.0003021835721430573
244,0.75,261.0,0.0003022434626681526
245,0.75,263.0,0.000311889284700805
246,0.75,265.0,0.0003026970899191511
247,0.75,267.0,0.00029573014386537476
248,0.75,269.0,0.0003028999954341458
249,0.75,271.0,0.0002999040767424696
250,0.75,273.0,0.00030924507911769307
251,0.75,275.0,0.0003152709620619291
252,0.75,277.0,0.0003126121557779208
253,0.75,279.0,0.00034426760909679204
254,0.75,281.0,0.00039729385422309694
255,0.75,283.0,0.00043753829368915764
256,0.75,285.0,0.00044538699429554795
257,0.75,287.0,0.00044030084187379
258,0.75,289.0,0.0004437619572574407
259,0.75,291.0,0.0004554921801328508
260,0.75,293.0,0.0004232468066781403
261,0.75,295.0,0.0004282031666473387
262,0.75,297.0,0.00043582969104412095
263,0.75,299.0,0.0004343859172497409
264,0.75,301.0,0.00042795483604104155
265,0.75,303.0,0.00044988036198125654
266,0.75,305.0,0.000431818705329955
267,0.75,307.0,0.0004331854445341613
268,0.75,309.0,0.00044043302534948326
269,0.75,311.0,0.0004522608641890223
270,0.75,313.0,0.0004794030860350792
271,0.75,315.0,0.0004911838493937942
272,0.75,317.0,0.0004879136116350063
273,0.75,319.0,0.0004916190108833356
274,0.75,321.0,0.0004810646449376943
275,0.75,323.0,0.0005182586671801864
276,0.75,325.0,0.0005297750051223556
277,0.75,327.0,0.0005291511813104477
278,0.75,329.0,0.0005491010476362361
279,0.75,331.0,0.0006971019383143203
280,0.75,333.0,0.0007920797570239046
281,0.75,335.0,0.0009690668679109053
282,0.75,337.0,0.0012312208250299904
283,0.75,339.0,0.001434465139951801
284,0.95,199.0,0.0002894671308022167
285,0.95,201.0,0.0002904896714740297
286,0.95,203.0,0.0002856406953600123
287,0.95,205.0,0.0002940764706497888
288,0.95,207.0,0.00029674199822274984
289,0.95,209.0,0.0002894038573817018
290,0.95,211.0,0.00029118212908214636
291,0.95,213.0,0.0002922302784585385
292,0.95,215.0,0.00028314678669318105
293,0.95,217.0,0.0002902201095797893
294,0.95,219.0,0.00029441812247024983
295,0.95,221.0,0.0002886496242348247
296,0.95,223.0,0.00027918811525698325
297,0.95,225.0,0.0002950085471898814
298,0.95,227.0,0.00029454886519026356
299,0.95,229.0,0.0003005316736986871
300,0.95,231.0,0.0002889771535392652
301,0.95,233.0,0.00029868725054536897
302,0.95,235.0,0.00030462799436799286
303,0.95,237.0,0.00029699932018903424
304,0.95,239.0,0.00030729533295872517
305,0.95,241.0,0.00030503012449379296
306,0.95,243.0,0.0002922086961513465
307,0.95,245.0,0.00029381293252630884
308,0.95,247.0,0.00030594066901794634
309,0.95,249.0,0.0003164112160451161
310,0.95,251.0,0.00033052562177321345
311,0.95,253.0,0.0003360438678462497
312,0.95,255.0,0.0003437039131316739
313,0.95,257.0,0.00035774696289452945
314,0.95,259.0,0.00032754139664948375
315,0.95,261.0,0.00032752347576468885
316,0.95,263.0,0.0003391921767090439
317,0.95,265.0,0.00033153159336646933
318,0.95,267.0,0.00033577681264768117
319,0.95,269.0,0.00033384692865375237
320,0.95,271.0,0.000340479786387609
321,0.95,273.0,0.00034152963596139
322,0.95,275.0,0.0003518905394765654
323,0.95,277.0,0.0003402747354413344
324,0.95,279.0,0.00037038080072290797
325,0.95,281.0,0.0004420269139988016
326,0.95,283.0,0.00048256663571838714
327,0.95,285.0,0.0005023700816167484
328,0.95,287.0,0.0004876363462657026
329,0.95,289.0,0.0004902855498117324
330,0.95,291.0,0.0005083481216430452
331,0.95,293.0,0.0004833787049770203
332,0.95,295.0,0.0004694220762902423
333,0.95,297.0,0.0005002475471083894
334,0.95,299.0,0.0004938358798491306
335,0.95,301.0,0.000491405472035667
336,0.95,303.0,0.0004927299886921777
337,0.95,305.0,0.0004919518076701203
338,0.95,307.0,0.0005013321778918481
339,0.95,309.0,0.0005004484187593807
340,0.95,311.0,0.0004930022180558043
341,0.95,313.0,0.0005312341212962302
342,0.95,315.0,0.0005344902578537991
343,0.95,317.0,0.0005172606027361739
344,0.95,319.0,0.0005329930964537898
345,0.95,321.0,0.0005461000584520904
346,0.95,323.0,0.0005817286160700735
347,0.95,325.0,0.000571481659554419
348,0.95,327.0,0.0005802332293639292
349,0.95,329.0,0.0005906400760410559
350,0.95,331.0,0.0007936146168552839
351,0.95,333.0,0.0009074693264971535
352,0.95,335.0,0.0011017619600207948
353,0.95,337.0,0.001519957923506727
354,0.95,339.0,0.0016616792944923087
