Time,,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,AIC fold,AIC hopf,AIC null,Smax
79,Lower,0.03931324082598775,0.09193297583058553,-0.08169942564207776,-0.1702443723190817,9.920638180412152e-07,0.9957149477703077,1.070911723442399e-07,0.0017109417832609874
79,Mean,0.040474353829427705,0.1606471823200448,-0.034900643792775306,-0.07933719587432919,0.0006529979534524652,0.9978569243076587,0.0014900777388889275,0.003462982587853833
79,Upper,0.04163546683286766,0.22936138880950407,0.011898138056527147,0.011569980570423325,0.0013050038430868893,0.9999989008450096,0.002980048386605511,0.005215023392446679
99,Lower,0.03297614344502687,0.06687351363589218,0.09541611900687308,-0.0726165938186984,3.781889189478218e-07,1.0015019609126671e-05,1.0426750943509822e-05,0.0026055855156379938
99,Mean,0.036381269602496845,0.17784069201137462,0.16092358442550797,-0.04014181604281096,0.49985537135966557,0.4999996050398733,0.000145023600461144,0.0032540242127482083
99,Upper,0.03978639575996682,0.28880787038685707,0.2264310498441429,-0.007667038266923523,0.9997103645304122,0.9999891950601374,0.0002796204499787782,0.0039024629098584223
119,Lower,0.044811051735519435,0.3470293438631445,0.08056363186730256,0.004309635241917096,0.7519070581959589,2.369894702263135e-07,1.7512467371956541e-06,0.0044419081962961664
119,Mean,0.04805847813470356,0.37736594620912556,0.11233033332859613,0.019030728310879187,0.8759525349798758,0.12079095018495038,0.003256514835173886,0.0049324883887893935
119,Upper,0.05130590453388769,0.4077025485551067,0.1440970347898897,0.03375182137984128,0.9999980117637925,0.24158166338043055,0.006511278423610577,0.00542306858128262
139,Lower,0.03970315806200811,0.3910376343665335,0.19270465607099518,0.04030762995476219,0.9986210275789692,3.546698911828832e-05,3.3069529880225913e-19,0.0036482908371832873
139,Mean,0.042942930587281894,0.39642740391773135,0.21267023761519532,0.09621214839244077,0.9992541765043317,0.0007072197050745819,3.860379059388998e-05,0.004696301684639412
139,Upper,0.04618270311255568,0.40181717346892926,0.2326358191593955,0.15211666683011935,0.999887325429694,0.0013789724210308753,7.720758118777963e-05,0.005744312532095537
159,Lower,0.031726274174051515,0.1720899208919309,-0.018087689877223475,0.007560265964382825,0.1518551765902816,0.008367912204399619,0.00032974810016684133,0.00201440741494559
159,Mean,0.03346007900546366,0.2621459340736883,0.017145206813587756,0.039471815783066445,0.5076882500310949,0.4280914937569755,0.06422025621192953,0.0021159605924809923
159,Upper,0.035193883836875814,0.35220194725544574,0.05237810350439898,0.07138336560175007,0.863521323471908,0.8478150753095515,0.12811076432369223,0.0022175137700163948
179,Lower,0.0308888396966816,0.06463596196561229,-0.102883924867179,-0.04158784955078665,0.7655170363493226,0.00023318818787803431,0.05131692428160109,0.002336867813661995
179,Mean,0.03296299876363589,0.17617748774848585,-0.0633541736963556,0.031286733977770896,0.8569834619399217,0.0005268884891269723,0.14248964957095137,0.0025238729564918422
179,Upper,0.035037157830590186,0.2877190135313594,-0.023824422525532192,0.10416131750632844,0.9484498875305208,0.0008205887903759103,0.2336623748603016,0.0027108780993216897
199,Lower,0.035984239904476016,0.07908464534638077,0.15773792243608428,0.21741318790997355,0.7454896379020293,0.0007331871660421822,0.005417599810455964,0.003984884132806533
199,Mean,0.03689633142118217,0.09052338577270669,0.1674379750868401,0.22615198413421655,0.8696694254627655,0.015535746917994484,0.11479482761923994,0.004414844709520944
199,Upper,0.037808422937888324,0.10196212619903262,0.17713802773759593,0.2348907803584596,0.9938492130235018,0.030338306669946784,0.2241720554280239,0.004844805286235355
219,Lower,0.02194379735910487,0.03398971181289458,-0.23066415077442137,-0.15301853941270052,1.2867335201608856e-08,0.005515807978507926,1.1043506731028237e-08,0.002232240723720997
219,Mean,0.02548245596508811,0.1005575388917404,-0.09672781095487183,-0.007845179796625495,0.011531361352181682,0.502757892033833,0.48571074661398533,0.002371285351357612
219,Upper,0.029021114571071354,0.16712536597058625,0.037208528864677716,0.13732817981944953,0.023062709837028163,0.9999999760891581,0.9714214821844639,0.0025103299789942276
239,Lower,0.030918207172076634,0.1502941722683796,0.10670649011797836,0.09161461040719263,0.998886142278101,6.31847543736019e-06,8.559479410545702e-08,0.0025182339759289647
239,Mean,0.03340126002742533,0.16657208853006897,0.15675592126113366,0.16093051127109034,0.9994165679504561,0.0005600453012710267,2.3386748272825425e-05,0.003760804769226177
239,Upper,0.03588431288277403,0.18285000479175834,0.20680535240428896,0.23024641213498806,0.999946993622811,0.0011137721271046932,4.668790175154539e-05,0.00500337556252339
259,Lower,0.02834852196210674,0.2153130009336457,0.07170363382790867,0.11481546411532516,0.9108769189810906,3.3600265305738596e-06,0.06000416346012891,0.002423105510042903
259,Mean,0.029015437176727846,0.2771788116208105,0.08465306591024781,0.15431963630526613,0.9254346977472155,0.005313315748804793,0.06925198650397967,0.0029734441663390133
259,Upper,0.029682352391348955,0.3390446223079752,0.09760249799258694,0.19382380849520708,0.9399924765133405,0.010623271471079013,0.07849980954783042,0.0035237828226351237
279,Lower,0.028926886995635184,0.4157959491750552,0.16076838957315776,-0.015845548883151976,4.8362035344313944e-20,0.9999983031424885,1.5885640629336687e-26,0.0027669591290106045
279,Mean,0.029447383040766134,0.46241318518521246,0.2128020002033584,0.04694076418990356,8.483784925820766e-07,0.9999991515712443,5.026318486780574e-11,0.00308609589029821
279,Upper,0.029967879085897087,0.5090304211953698,0.26483561083355905,0.1097270772629591,1.696756985164105e-06,1.0,1.0052636973561147e-10,0.003405232651585815
