Time,,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,AIC fold,AIC hopf,AIC null,Smax
199,Lower,0.03456978379133492,-0.31148560354152094,-0.03980878840289701,-0.17107432119083862,5.5728456269746875e-15,0.9224271988687341,2.4272723550588412e-08,0.0021695757813020356
199,Mean,0.03673283611084048,-0.2370074159493909,-0.03825613976966175,-0.1312235432961562,1.4701032149473673e-06,0.9612135872980025,0.038784942598782464,0.0022486087267947676
199,Upper,0.03889588843034603,-0.16252922835726089,-0.03670349113642649,-0.09137276540147381,2.940206424321889e-06,0.999999975727271,0.07756986092484137,0.002327641672287499
219,Lower,0.03258856852763313,-0.09323551673105276,-0.11487197486793169,-0.17410942721921246,3.68085439217025e-05,7.498754308838174e-08,0.6579994368734285,0.0016801351015252866
219,Mean,0.033519913799382135,0.006564522031018295,-0.11361471518410099,-0.15629248631247158,0.17101864834147504,3.0490957710020123e-06,0.828978302562754,0.0018869481326154072
219,Upper,0.03445125907113114,0.10636456079308935,-0.11235745550027028,-0.13847554540573073,0.3420004881390284,6.023203998915643e-06,0.9999571682520795,0.002093761163705528
239,Lower,0.04906487784081717,-0.5622725578039195,0.07927567413045121,-0.09695780063680409,2.3999475939835753e-29,0.9999999999999989,1.6509960857655436e-23,0.003355061407003005
239,Mean,0.050947643449196285,-0.48336585268825716,0.11797438856663134,-0.05778474829538577,6.227082870092576e-22,0.9999999999999994,5.420516407325052e-16,0.003711305019849981
239,Upper,0.0528304090575754,-0.40445914757259477,0.15667310300281145,-0.018611695953967448,1.2454165500190393e-21,1.0,1.0841032649550495e-15,0.004067548632696956
259,Lower,0.03866324823583311,-0.3443527820107437,0.013328112405026795,-0.13867158111289105,3.7056859772595914e-21,0.9999999999985525,1.8626910028273106e-14,0.002666562372732115
259,Mean,0.03926954848712949,-0.33596426738937624,0.024183162299483547,-0.1237704455688145,2.5674226675342464e-19,0.9999999999992669,7.330616657727305e-13,0.002851319453221359
259,Upper,0.039875848738425874,-0.32757575276800877,0.0350382121939403,-0.10886931002473794,5.097788475295897e-19,0.9999999999999813,1.4474964215171875e-12,0.003036076533710603
279,Lower,0.037827074830953766,-0.5346565825986277,0.0533672128846195,-0.21368614525754245,2.2856939817752066e-22,0.9987046863246458,1.4156323419101444e-17,0.0012851564801876067
279,Mean,0.04189624858204872,-0.41561966591001115,0.1810748129251466,-0.12917213639923064,9.766244324426932e-12,0.9993523431623229,0.0006476568279107882,0.002203660472953635
279,Upper,0.04596542233314367,-0.2965827492213946,0.3087824129656737,-0.04465812754091885,1.9532488648625293e-11,1.0,0.0012953136558215624,0.003122164465719664
299,Lower,0.04698913071686044,-0.517200939732698,0.0922021071340265,-0.19435766742444127,8.182683463651716e-32,1.0,6.4339510921482625e-27,0.003313272377401371
299,Mean,0.048175216458687484,-0.5143362823725408,0.1438759887655302,-0.08676001870419243,5.371658913355892e-28,1.0,7.2869992885127815e-22,0.003994993910348414
299,Upper,0.04936130220051452,-0.5114716250123837,0.1955498703970339,0.020837630016056402,1.074249955836542e-27,1.0,1.4573934237514641e-21,0.004676715443295457
319,Lower,0.0661099342882528,-0.6675056624718196,0.3321182022204267,-0.31169047047429516,1.1943105395841057e-45,1.0,3.43349445503381e-42,0.0075539460668199825
319,Mean,0.06787845631086278,-0.6615553893854655,0.37561638693588484,-0.19628867628670926,3.7811084105080506e-40,1.0,6.126037829780349e-36,0.008373394819801365
319,Upper,0.06964697833347275,-0.6556051162991113,0.41911457165134297,-0.08088688209912337,7.562204877910706e-40,1.0,1.2252072226066242e-35,0.009192843572782746
