Time,Frequency,Empirical
119.0,-3.141592653589793,0.00027017204963506163
119.0,-3.0630528372500487,0.00037067434592679197
119.0,-2.9845130209103035,0.0003375921559704547
119.0,-2.9059732045705586,0.00026103173155788144
119.0,-2.827433388230814,0.00046201677202741193
119.0,-2.748893571891069,0.001034546939360414
119.0,-2.6703537555513246,0.0006298550378204106
119.0,-2.5918139392115793,0.00022219122528072216
119.0,-2.5132741228718345,0.0005215051622390999
119.0,-2.4347343065320897,0.0002424930302997177
119.0,-2.356194490192345,0.00023774167157504893
119.0,-2.2776546738526005,0.00039896338684315924
119.0,-2.199114857512855,0.00010189172569223667
119.0,-2.1205750411731104,0.0007966200282866964
119.0,-2.0420352248333655,0.0007448371884822519
119.0,-1.9634954084936207,6.119904857686312e-05
119.0,-1.884955592153876,0.00046383649254338674
119.0,-1.8064157758141313,0.0003780598070792047
119.0,-1.7278759594743864,0.00027222360242293444
119.0,-1.6493361431346414,0.0005545164902314397
119.0,-1.5707963267948966,0.0005545023934638884
119.0,-1.4922565104551517,0.0008048510789899317
119.0,-1.413716694115407,0.001197793465877532
119.0,-1.3351768777756623,0.0005692543749308627
119.0,-1.2566370614359172,0.000508744893404539
119.0,-1.1780972450961724,0.0002865194638176553
119.0,-1.0995574287564276,0.0006916328935948826
119.0,-1.0210176124166828,0.0009550310707444671
119.0,-0.942477796076938,0.0025023627398368248
119.0,-0.8639379797371932,0.0012039674781822403
119.0,-0.7853981633974483,0.0006643509130248256
119.0,-0.7068583470577035,0.0010966499399376799
119.0,-0.6283185307179586,0.0004960717557510369
119.0,-0.5497787143782138,0.0014884178889488595
119.0,-0.471238898038469,0.0023793305054356545
119.0,-0.39269908169872414,0.0012223729572596173
119.0,-0.3141592653589793,0.0011311154915450532
119.0,-0.2356194490192345,0.0007232953542380904
119.0,-0.15707963267948966,0.0019323642006586115
119.0,-0.07853981633974483,0.0024426153117586007
119.0,0.0,0.0012483122959719207
119.0,0.07853981633974483,0.0024426153117586007
119.0,0.15707963267948966,0.0019323642006586115
119.0,0.2356194490192345,0.0007232953542380904
119.0,0.3141592653589793,0.0011311154915450532
119.0,0.39269908169872414,0.0012223729572596173
119.0,0.471238898038469,0.0023793305054356545
119.0,0.5497787143782138,0.0014884178889488595
119.0,0.6283185307179586,0.0004960717557510369
